name,datetime,humidity,precip,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,sunrise,sunset,precip_chance,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c
Chaguanas,2005-02-11,69.8,0.0,12.8,69.7,1011.6,77.8,9.5,243.94375,21.0875,23222,65578,0,33.1,23.7,29.2,38.2,23.7,31.9,22.7
Chaguanas,2005-02-12,75.7,0.0,11.4,75.0,1012.2,73.3,10.2,236.78125,20.39375,23206,65593,0,32.3,23.1,26.8,34.3,23.1,27.7,21.6
Chaguanas,2005-02-13,70.6,0.0,11.4,94.5,1012.9,77.5,9.5,247.45625,21.375,23189,65607,0,32.1,24.2,28.7,35.9,24.2,30.5,22.4
Chaguanas,2005-02-14,77.5,0.7874,13.9,75.1,1013.8,74.0,11.5,228.31875,19.73125,23171,65620,1,30.8,23.6,26.7,34.2,23.6,27.9,22.2
Chaguanas,2005-02-15,73.5,0.6096,12.8,82.1,1011.2,34.1,8.4,245.60625000000002,21.25,23152,65633,1,32.2,23.1,27.6,36.0,23.1,29.1,21.9
Chaguanas,2005-02-16,74.5,0.508,8.1,64.9,1009.9,49.4,8.9,247.9875,21.41875,23133,65646,1,33.1,21.1,26.8,36.7,21.1,28.3,21.3
Chaguanas,2005-02-17,72.6,0.0,12.8,323.4,1011.0,59.3,7.8,241.34375,20.8625,23112,65657,0,33.1,22.1,27.7,37.2,22.1,29.6,21.9
Chaguanas,2005-02-18,73.6,0.0,12.8,341.2,1012.2,82.4,7.8,244.2625,21.125,23091,65669,0,34.1,22.1,26.9,36.6,22.1,28.0,21.2
Chaguanas,2005-02-19,70.6,0.0,15.0,18.9,1013.2,72.2,8.8,246.68125,21.35,23069,65679,0,33.8,22.3,27.3,37.0,22.3,28.4,20.9
Chaguanas,2005-02-20,74.1,0.0,12.8,15.7,1013.7,52.1,9.5,253.7125,21.93125,23046,65689,0,34.1,21.1,26.8,35.7,21.1,27.6,20.8
Chaguanas,2005-02-21,65.6,0.3048,20.8,9.1,1013.3,61.5,7.7,257.3875,22.21875,23022,65699,1,33.1,22.1,27.7,34.7,22.1,28.4,19.9
Chaguanas,2005-02-22,77.5,0.0,16.1,54.6,1012.8,73.5,6.2,237.5375,20.53125,22998,65707,0,31.1,21.8,25.8,34.3,21.8,26.8,21.3
Chaguanas,2005-02-23,79.1,0.9905999999999999,11.4,46.3,1013.2,71.9,6.9,244.85625,21.15625,22973,65716,1,32.1,23.1,25.8,35.3,23.1,26.5,21.7
Chaguanas,2005-02-24,78.6,0.9905999999999999,16.1,72.2,1013.6,52.5,7.4,238.98125,20.6375,22947,65724,1,32.1,22.1,26.3,35.0,22.1,27.5,21.9
Chaguanas,2005-02-25,79.0,0.0,16.1,76.7,1013.2,64.7,7.2,247.4375,21.43125,22920,65731,0,33.1,24.1,27.5,37.2,24.1,29.3,23.1
Chaguanas,2005-02-26,73.2,0.3048,16.1,65.1,1013.1,65.5,7.9,257.125,22.19375,22893,65738,1,33.1,23.8,27.7,37.2,23.8,29.3,22.1
Chaguanas,2005-02-27,77.1,0.0,13.9,68.9,1012.5,72.0,7.2,247.29375,21.375,22866,65744,0,33.1,22.1,27.2,36.2,22.1,28.6,22.2
Chaguanas,2005-02-28,85.1,7.086600000000001,16.1,70.1,1012.9,48.0,8.1,259.675,22.4625,22837,65750,1,32.1,23.8,26.0,34.5,23.8,26.8,23.0
Chaguanas,2005-03-01,75.9,0.0,15.0,75.8,1013.1,35.3,8.8,255.96875,22.09375,22809,65755,0,33.1,21.1,26.9,37.2,21.1,28.4,21.6
Chaguanas,2005-03-02,62.9,0.0,13.9,76.5,1012.9,40.7,8.7,252.43125,21.81875,22779,65760,0,33.2,24.1,29.5,35.6,24.1,31.4,21.2
Chaguanas,2005-03-03,68.6,0.508,12.8,72.2,1013.3,48.1,9.0,261.51875,22.63125,22749,65765,1,33.1,23.3,28.0,36.2,23.3,29.6,21.3
Chaguanas,2005-03-04,72.7,0.0,12.8,81.8,1013.4,53.2,8.5,247.98125,21.43125,22719,65769,0,32.2,21.6,27.1,34.7,21.6,28.3,21.2
Chaguanas,2005-03-05,77.6,0.0,13.9,84.3,1013.0,72.8,8.7,251.1125,21.625,22688,65773,0,32.7,22.1,26.3,34.7,22.1,27.2,21.5
Chaguanas,2005-03-06,72.8,0.0,12.8,65.9,1014.1,84.4,9.9,257.06875,22.21875,22656,65776,0,33.3,22.1,27.2,36.8,22.1,28.4,21.4
Chaguanas,2005-03-07,61.3,0.0,19.5,64.2,1013.7,51.4,9.9,257.025,22.20625,22624,65779,0,33.3,23.8,30.1,37.3,23.8,32.8,21.6
Chaguanas,2005-03-08,77.5,0.9905999999999999,11.4,52.4,1013.8,73.3,8.1,259.43125,22.41875,22592,65782,1,33.1,22.7,26.4,34.7,22.7,27.3,21.7
Chaguanas,2005-03-09,72.1,0.0,12.8,79.5,1013.0,77.1,8.3,259.66875,22.43125,22560,65784,0,33.8,22.1,27.2,36.1,22.1,28.1,21.0
Chaguanas,2005-03-10,77.3,0.0,12.8,80.5,1012.1,74.5,9.3,244.58125,21.14375,22526,65786,0,33.7,23.2,27.1,36.8,23.2,28.3,22.4
Chaguanas,2005-03-11,83.9,1.4986,12.8,70.0,1012.8,60.7,7.6,247.13750000000002,21.3375,22493,65788,1,32.1,24.1,26.4,38.1,24.1,28.1,23.3
Chaguanas,2005-03-12,65.9,0.0,16.1,128.8,1014.0,39.4,8.3,257.76875,22.24375,22459,65789,0,32.1,22.7,29.0,35.9,22.7,31.2,21.6
Chaguanas,2005-03-13,70.0,0.0,16.1,97.6,1013.2,51.4,8.9,259.16875,22.4,22425,65790,0,33.2,21.1,27.9,37.2,21.1,29.7,21.4
Chaguanas,2005-03-14,62.4,0.0,12.8,79.3,1012.1,33.0,8.6,259.6625,22.41875,22391,65791,0,33.1,23.1,28.5,34.7,23.1,29.4,19.9
Chaguanas,2005-03-15,68.4,0.0,11.4,69.3,1011.7,48.9,9.4,249.7,21.5375,22357,65792,0,34.1,21.2,26.7,36.6,21.2,27.7,19.8
Chaguanas,2005-03-16,66.9,0.0,13.9,64.6,1012.7,52.5,10.5,255.29375,22.03125,22322,65793,0,33.8,21.1,27.0,35.7,21.1,27.8,19.7
Chaguanas,2005-03-17,57.2,0.0,15.0,73.2,1013.3,61.4,7.5,280.08125,24.14375,22287,65793,0,34.1,21.8,29.4,34.7,21.8,30.6,19.4
Chaguanas,2005-03-18,72.3,0.0,11.4,69.4,1013.2,44.4,9.7,276.58125,23.85625,22252,65793,0,32.8,24.3,26.6,35.1,24.3,27.0,20.9
Chaguanas,2005-03-19,72.5,0.0,13.9,78.6,1013.3,67.8,7.5,268.6375,23.18125,22216,65793,0,33.2,23.1,28.1,37.2,23.1,30.1,22.2
Chaguanas,2005-03-20,86.5,0.0,16.1,75.1,1013.5,32.3,7.1,267.8625,23.10625,22181,65793,0,32.8,24.1,25.9,35.4,24.1,26.5,23.2
Chaguanas,2005-03-21,68.8,0.9905999999999999,17.2,74.0,1013.5,40.0,6.6,261.53125,22.60625,22145,65793,1,33.2,24.1,28.7,35.9,24.1,30.4,21.9
Chaguanas,2005-03-22,70.4,0.7874,20.8,66.7,1015.2,50.0,7.0,265.6375,22.91875,22110,65793,1,33.1,24.7,28.9,36.2,24.7,31.7,22.7
Chaguanas,2005-03-23,67.1,0.0,18.3,74.8,1015.8,35.6,7.5,261.8125,22.625,22074,65792,0,33.6,24.3,28.9,35.9,24.3,30.5,21.6
Chaguanas,2005-03-24,68.0,0.0,15.0,75.9,1015.1,41.4,7.9,275.90625,23.825,22038,65792,0,33.1,24.1,28.5,36.5,24.1,30.2,21.5
Chaguanas,2005-03-25,92.6,9.0932,12.8,72.0,1013.7,75.3,6.1,268.4,23.15,22002,65791,1,27.1,24.1,24.9,30.4,24.1,25.1,23.6
Chaguanas,2005-03-26,89.4,10.1854,18.3,62.3,1013.0,67.5,5.8,265.40625,22.89375,21966,65791,1,30.1,23.1,25.2,34.3,23.1,26.1,23.3
Chaguanas,2005-03-27,76.8,3.302,15.0,76.1,1013.1,52.5,9.2,273.1875,23.6125,21931,65790,1,31.3,25.1,27.3,34.4,25.1,28.8,22.7
Chaguanas,2005-03-28,82.7,1.8795999999999997,15.0,65.8,1012.6,74.2,7.6,272.39375,23.525,21895,65790,1,30.3,23.7,26.2,33.9,23.7,27.4,22.8
Chaguanas,2005-03-29,68.4,2.0065999999999997,21.9,67.1,1013.2,60.7,9.0,268.0625,23.15,21859,65789,1,32.1,24.3,28.9,35.9,24.3,31.3,22.2
Chaguanas,2005-03-30,82.0,0.0,17.2,65.2,1013.2,67.3,7.9,270.40625,23.34375,21824,65789,0,31.7,23.8,26.4,34.6,23.8,27.6,22.8
Chaguanas,2005-03-31,82.3,2.9972,17.2,62.6,1012.7,80.0,4.9,251.825,21.79375,21788,65788,1,31.1,24.1,26.9,36.7,24.1,28.7,23.5
Chaguanas,2005-04-01,73.5,0.0,17.2,73.0,1013.4,56.9,6.5,265.15625,22.95,21753,65788,0,32.1,25.6,28.9,36.9,25.6,31.9,23.4
Chaguanas,2005-04-02,76.3,0.0,13.9,72.0,1012.7,46.7,6.6,265.575,22.93125,21718,65788,0,33.1,24.1,28.3,38.2,24.1,30.9,23.4
Chaguanas,2005-04-03,70.4,0.0,17.2,63.4,1013.6,53.1,5.9,269.6125,23.275,21683,65788,0,32.1,26.3,29.6,36.9,26.3,33.6,23.4
Chaguanas,2005-04-04,85.3,0.0,11.4,69.8,1013.9,55.7,6.7,272.5625,23.55625,21648,65788,0,29.3,25.1,26.3,32.3,25.1,26.8,23.5
Chaguanas,2005-04-05,72.9,0.0,21.9,61.3,1013.6,76.7,6.4,268.46875,23.2,21613,65788,0,32.1,24.8,28.4,35.6,24.8,30.6,22.7
Chaguanas,2005-04-06,67.6,0.0,18.3,59.3,1013.6,84.0,6.9,260.45625,22.5,21579,65788,0,32.2,25.2,28.8,35.0,25.2,31.2,21.9
Chaguanas,2005-04-07,69.0,0.0,19.5,56.6,1013.4,68.3,6.8,268.21875,23.1625,21545,65789,0,33.1,25.1,28.6,37.2,25.1,30.8,22.1
Chaguanas,2005-04-08,74.8,0.0,17.2,67.6,1012.4,75.2,6.4,265.01875,22.9125,21511,65789,0,32.7,25.1,28.3,37.3,25.1,30.8,23.2
Chaguanas,2005-04-09,77.4,2.9972,18.3,68.4,1012.5,79.5,6.6,270.33125,23.34375,21478,65790,1,32.1,24.3,27.8,36.9,24.3,29.7,23.2
Chaguanas,2005-04-10,82.2,0.508,17.2,72.0,1011.2,75.7,6.4,268.3,23.21875,21445,65791,1,31.1,24.1,27.0,34.7,24.1,28.6,23.4
Chaguanas,2005-04-11,78.1,0.0,15.0,73.4,1010.3,88.3,6.8,273.4625,23.575,21412,65792,0,34.1,25.1,28.3,42.6,25.1,30.9,23.7
Chaguanas,2005-04-12,77.1,0.0,15.0,79.8,1011.3,85.0,6.9,265.35625,22.88125,21379,65794,0,33.2,25.7,28.7,38.2,25.7,31.6,23.9
Chaguanas,2005-04-13,76.7,0.0,19.5,71.1,1012.3,90.0,6.2,262.10625,22.6375,21347,65795,0,33.1,25.1,28.2,37.2,25.1,30.3,23.4
Chaguanas,2005-04-14,74.4,0.0,18.3,72.7,1012.1,84.8,5.1,248.95,21.5125,21316,65797,0,32.3,25.1,28.4,37.1,25.1,30.3,23.0
Chaguanas,2005-04-15,72.7,0.0,19.5,78.8,1011.8,53.3,5.4,248.51875,21.40625,21285,65799,0,33.1,24.7,28.5,37.2,24.7,30.7,22.7
Chaguanas,2005-04-16,72.0,0.0,17.2,70.3,1013.2,50.0,6.1,261.5125,22.61875,21254,65802,0,33.1,24.1,28.2,35.6,24.1,29.9,22.2
Chaguanas,2005-04-17,71.2,0.0,19.5,65.3,1012.9,61.7,6.7,257.4875,22.2375,21223,65805,0,33.2,22.3,27.7,35.4,22.3,28.9,21.3
Chaguanas,2005-04-18,73.1,0.0,15.0,74.2,1011.4,60.0,7.1,265.80625,22.98125,21194,65808,0,33.1,23.8,28.2,36.2,23.8,30.2,22.4
Chaguanas,2005-04-19,73.1,0.0,16.1,74.1,1011.0,79.0,7.2,252.24375,21.7875,21164,65811,0,34.2,24.7,28.4,38.3,24.7,30.6,22.8
Chaguanas,2005-04-20,76.9,0.0,15.0,70.6,1011.3,88.3,6.9,249.2125,21.53125,21135,65815,0,34.1,25.1,28.3,39.5,25.1,30.9,23.6
Chaguanas,2005-04-21,71.0,0.0,13.9,86.4,1011.0,70.0,6.9,254.03125,21.96875,21107,65819,0,34.1,25.8,29.1,37.4,25.8,31.1,22.7
Chaguanas,2005-04-22,77.6,0.0,17.2,104.9,1010.6,86.3,7.4,262.1875,22.64375,21079,65823,0,33.3,25.1,28.7,39.4,25.1,32.1,24.1
Chaguanas,2005-04-23,76.0,0.0,13.9,92.7,1011.3,76.7,6.7,258.925,22.4125,21052,65828,0,34.1,26.1,29.2,40.7,26.1,32.8,24.2
Chaguanas,2005-04-24,73.3,0.0,16.1,89.0,1011.8,55.8,7.0,257.925,22.25625,21026,65833,0,33.6,25.1,29.1,38.2,25.1,31.9,23.4
Chaguanas,2005-04-25,72.5,0.0,13.9,82.1,1012.5,43.8,5.7,256.63125,22.1375,21000,65838,0,35.1,25.8,29.2,38.7,25.8,31.4,23.1
Chaguanas,2005-04-26,68.5,0.0,13.9,75.4,1012.9,38.8,8.3,263.58125,22.76875,20974,65844,0,34.1,24.1,28.9,37.4,24.1,30.7,21.9
Chaguanas,2005-04-27,67.6,0.0,16.1,71.2,1012.8,40.8,8.9,250.24375,21.5875,20949,65850,0,34.1,22.1,28.4,36.6,22.1,30.1,21.3
Chaguanas,2005-04-28,67.0,0.0,11.4,85.7,1012.4,46.7,8.4,263.5875,22.7875,20925,65856,0,35.1,24.1,28.8,37.8,24.1,30.4,21.4
Chaguanas,2005-04-29,75.1,0.0,15.0,81.7,1012.4,73.5,8.8,238.16666666666666,20.540000000000003,20902,65863,0,34.1,24.1,28.4,37.4,24.1,31.1,23.2
Chaguanas,2005-04-30,79.9,2.0065999999999997,13.9,83.0,1013.7,75.4,8.0,257.8666666666667,22.206666666666667,20879,65870,1,32.8,24.7,27.8,38.1,24.7,30.2,23.8
Chaguanas,2005-05-01,87.8,4.8768,17.2,97.7,1014.4,85.4,8.1,247.73999999999998,21.413333333333334,20857,65878,1,30.1,24.8,26.4,36.3,24.8,28.0,24.2
Chaguanas,2005-05-02,80.9,0.0,9.2,88.2,1013.4,81.3,8.2,234.01333333333332,20.2,20835,65886,0,33.1,23.7,27.6,37.2,23.7,29.9,23.6
Chaguanas,2005-05-03,76.6,0.0,17.2,81.3,1013.0,43.9,8.2,231.70666666666665,19.966666666666665,20815,65894,0,34.1,24.1,28.4,39.5,24.1,31.2,23.4
Chaguanas,2005-05-04,77.9,0.0,20.8,69.6,1013.5,61.7,8.1,241.07999999999998,20.80666666666667,20795,65903,0,32.8,25.1,28.1,37.5,25.1,30.4,23.6
Chaguanas,2005-05-05,79.6,4.0893999999999995,17.2,70.9,1013.6,66.7,7.7,264.29333333333335,22.793333333333333,20775,65912,1,34.1,25.1,28.1,37.4,25.1,30.7,23.9
Chaguanas,2005-05-06,89.5,2.0065999999999997,16.1,73.4,1013.4,79.1,6.1,262.11333333333334,22.613333333333333,20757,65921,1,30.8,24.1,26.3,36.2,24.1,27.9,24.4
Chaguanas,2005-05-07,85.1,2.9972,21.9,73.9,1012.5,75.8,6.6,264.64666666666665,22.826666666666664,20739,65931,1,32.2,24.1,27.5,38.1,24.1,30.1,24.5
Chaguanas,2005-05-08,81.9,1.2953999999999999,13.9,74.5,1012.0,76.3,7.1,235.8,20.346666666666668,20722,65942,1,32.1,25.1,28.0,39.3,25.1,30.8,24.4
Chaguanas,2005-05-09,81.0,3.5813999999999995,15.0,82.7,1011.7,86.7,6.5,250.46666666666667,21.66,20706,65952,1,31.1,24.7,27.7,37.9,24.7,30.2,23.9
Chaguanas,2005-05-10,78.5,0.0,15.0,81.4,1011.7,84.2,6.5,248.47333333333333,21.446666666666665,20690,65963,0,32.7,24.1,28.1,39.2,24.1,31.0,23.7
Chaguanas,2005-05-11,74.8,0.0,16.1,94.3,1011.1,68.3,7.7,268.72,23.173333333333336,20676,65974,0,33.1,24.1,28.4,37.2,24.1,30.9,23.1
Chaguanas,2005-05-12,84.7,6.095999999999999,15.0,83.8,1011.0,60.5,6.9,257.70666666666665,22.253333333333334,20662,65986,1,32.2,24.1,27.6,38.8,24.1,30.6,24.6
Chaguanas,2005-05-13,78.3,2.0065999999999997,16.1,87.2,1010.1,83.3,5.9,262.8666666666667,22.740000000000002,20649,65998,1,32.6,25.6,28.6,38.1,25.6,31.4,24.1
Chaguanas,2005-05-14,83.8,10.8966,16.1,62.1,1009.7,89.2,5.8,232.56666666666666,20.040000000000003,20636,66011,1,32.1,25.1,28.0,38.1,25.1,31.1,24.8
Chaguanas,2005-05-15,92.1,8.407399999999999,12.8,71.7,1009.5,89.2,5.6,233.01333333333332,20.086666666666666,20625,66023,1,30.2,25.1,26.9,37.6,25.1,29.5,25.5
Chaguanas,2005-05-16,95.4,34.0868,13.9,83.5,1010.5,87.8,5.1,243.88666666666668,21.046666666666667,20614,66036,1,29.1,24.7,25.8,35.8,24.7,26.2,24.9
Chaguanas,2005-05-17,79.6,0.3048,12.8,79.2,1010.9,67.3,6.6,252.86,21.813333333333333,20604,66050,1,33.1,24.7,28.4,38.2,24.7,31.3,24.1
Chaguanas,2005-05-18,77.9,0.0,13.9,73.5,1010.1,52.7,7.3,246.94,21.3,20595,66063,0,34.1,23.1,27.9,39.5,23.1,30.4,23.3
Chaguanas,2005-05-19,86.3,11.2014,8.1,223.7,1009.4,68.2,7.7,241.22,20.853333333333335,20587,66077,1,33.1,23.3,27.1,40.7,23.3,30.1,24.4
Chaguanas,2005-05-20,77.7,0.0,11.4,84.0,1010.4,79.1,8.6,253.73999999999998,21.90666666666667,20579,66091,0,34.1,23.8,28.9,40.7,23.8,32.9,24.3
Chaguanas,2005-05-21,77.9,0.0,10.3,81.9,1011.1,90.0,6.1,238.2,20.546666666666667,20572,66106,0,33.1,25.1,28.5,38.2,25.1,31.6,24.0
Chaguanas,2005-05-22,80.8,0.0,15.0,90.2,1011.1,60.8,7.9,227.32666666666668,19.613333333333333,20566,66121,0,33.3,25.1,28.7,40.6,25.1,32.7,24.8
Chaguanas,2005-05-23,75.6,0.0,11.4,86.7,1010.2,40.4,8.7,229.28666666666666,19.8,20561,66136,0,34.1,26.1,29.5,39.6,26.1,33.8,24.4
Chaguanas,2005-05-24,79.6,50.0126,12.8,91.2,1010.7,51.3,8.4,246.92666666666668,21.32,20557,66151,1,33.1,25.1,28.8,39.4,25.1,33.1,24.7
Chaguanas,2005-05-25,79.4,0.0,13.9,80.6,1011.7,61.7,8.3,236.34,20.386666666666667,20553,66166,0,33.1,24.8,28.7,39.4,24.8,32.6,24.6
Chaguanas,2005-05-26,81.7,2.0065999999999997,13.9,83.2,1012.5,73.0,7.5,217.10666666666665,18.71333333333333,20551,66182,1,32.1,25.1,28.3,40.8,25.1,32.1,24.7
Chaguanas,2005-05-27,87.6,14.985999999999999,12.8,74.8,1013.3,73.9,6.5,220.18666666666664,19.040000000000003,20549,66198,1,32.3,25.1,27.6,39.9,25.1,31.0,25.2
Chaguanas,2005-05-28,81.8,1.9811999999999999,13.9,92.0,1012.6,43.0,5.0,215.73999999999998,18.633333333333333,20547,66214,1,33.1,24.7,28.4,39.4,24.7,32.1,24.8
Chaguanas,2005-05-29,88.1,2.5146,15.0,87.6,1012.2,87.1,6.7,199.63333333333333,17.220000000000002,20547,66230,1,29.1,25.7,27.1,34.7,25.7,29.7,24.9
Chaguanas,2005-05-30,86.9,3.8099999999999996,9.2,101.2,1012.2,91.3,5.9,209.70666666666665,18.10666666666667,20547,66246,1,31.1,25.1,27.0,36.7,25.1,29.4,24.6
Chaguanas,2005-05-31,83.4,13.6906,15.0,94.0,1013.0,85.4,5.1,212.6,18.4,20548,66262,1,32.1,25.7,28.0,37.9,25.7,30.7,24.7
Chaguanas,2005-06-01,83.6,8.102599999999999,23.0,83.5,1012.9,83.3,5.3,214.44,18.506666666666668,20550,66278,1,32.6,24.3,27.6,38.8,24.3,30.0,24.3
Chaguanas,2005-06-02,91.0,27.101799999999997,16.1,84.4,1012.3,83.5,5.8,216.22666666666666,18.68,20552,66295,1,29.3,24.1,26.0,35.7,24.1,27.3,24.4
Chaguanas,2005-06-03,94.3,144.0942,8.1,92.2,1011.5,90.8,6.0,231.82000000000002,20.0,20555,66311,1,29.1,24.1,25.6,34.7,24.1,26.3,24.6
