name,datetime,humidity,precip,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,sunrise,sunset,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c
San Fernando,2005-01-15,92.1,18.516599999999997,12.5,16.1,75.8,1010.8,91.3,5.1,206.70000000000002,17.805882352941175,23268,64985,29.2,23.1,25.2,33.9,23.1,25.9,23.7
San Fernando,2005-01-16,95.8,32.9946,4.17,5.8,90.0,1010.2,66.7,8.9,208.71176470588236,17.98235294117647,23279,65015,25.2,23.2,24.2,25.2,23.2,24.2,23.4
San Fernando,2005-01-17,97.4,0.0,0.0,0.0,90.0,1009.6,35.7,8.6,214.11176470588236,18.49411764705882,23290,65045,24.8,21.8,22.4,24.8,21.8,22.4,22.1
San Fernando,2005-01-18,71.0,0.0,0.0,13.9,332.4,1010.3,90.0,9.5,218.69411764705885,18.905882352941177,23299,65074,31.7,26.8,28.9,36.2,29.2,32.5,23.0
San Fernando,2005-01-19,84.6,10.2108,8.33,11.4,291.6,1010.0,90.0,7.0,217.90588235294118,18.811764705882354,23307,65102,28.1,24.1,25.8,32.8,24.1,26.5,22.9
San Fernando,2005-01-20,78.5,0.0,0.0,12.8,325.9,1010.6,80.6,9.8,225.74705882352941,19.488235294117647,23315,65131,33.1,22.8,26.9,37.8,22.8,28.4,22.6
San Fernando,2005-01-21,89.1,16.002,4.17,16.1,55.5,1012.1,91.4,9.2,216.98823529411763,18.741176470588236,23321,65158,26.1,24.2,25.1,26.1,24.2,25.1,23.1
San Fernando,2005-01-22,93.1,7.518399999999999,16.67,10.3,63.2,1012.9,90.0,8.2,210.67058823529413,18.21764705882353,23326,65185,27.6,23.8,25.1,31.1,23.8,25.4,23.8
San Fernando,2005-01-23,75.5,2.0065999999999997,4.17,18.3,68.4,1013.3,66.0,11.2,214.30588235294115,18.488235294117647,23330,65212,30.8,24.7,28.0,35.2,24.7,30.3,23.1
San Fernando,2005-01-24,74.3,0.3048,4.17,13.9,80.0,1013.7,64.7,9.2,230.20000000000002,19.852941176470587,23334,65238,30.6,22.8,27.7,34.6,22.8,29.9,22.6
San Fernando,2005-01-25,78.6,0.0,0.0,11.4,69.3,1013.2,45.0,10.6,228.4235294117647,19.72941176470588,23336,65264,30.7,21.7,25.1,32.4,21.7,25.6,20.8
San Fernando,2005-01-26,86.4,0.0,0.0,16.1,70.0,1013.3,31.3,12.3,225.74117647058824,19.447058823529414,23337,65289,31.3,21.1,23.7,34.1,21.1,24.0,20.9
San Fernando,2005-01-27,70.9,0.0,0.0,17.2,61.7,1013.3,48.8,8.8,215.11764705882354,18.51764705882353,23337,65313,31.3,22.1,27.5,34.7,22.1,29.3,21.4
San Fernando,2005-01-28,65.5,0.0,0.0,11.4,61.7,1011.3,68.9,8.3,220.6529411764706,19.052941176470586,23336,65337,32.2,24.7,28.9,35.7,24.7,31.3,21.6
San Fernando,2005-01-29,74.9,0.0,0.0,10.3,36.6,1010.8,62.2,12.1,214.14117647058825,18.441176470588236,23334,65361,30.8,22.7,26.2,32.9,22.7,26.9,21.0
San Fernando,2005-01-30,78.2,0.508,4.17,10.3,1.5,1010.5,64.0,9.8,223.85882352941175,19.341176470588238,23331,65383,32.3,22.1,25.5,34.0,22.1,26.1,20.8
San Fernando,2005-01-31,69.3,0.0,0.0,10.3,350.1,1010.7,45.7,11.5,233.4764705882353,20.158823529411762,23327,65405,33.1,20.1,26.4,33.6,20.1,26.9,19.3
San Fernando,2005-02-01,79.0,6.095999999999999,4.17,13.9,39.9,1013.2,64.6,7.8,204.3235294117647,17.711764705882356,23037,64573,32.1,23.1,26.6,34.3,23.1,27.5,22.1
San Fernando,2005-02-02,72.5,0.0,0.0,11.4,80.1,1010.1,36.0,10.9,234.67058823529413,20.241176470588236,23316,65447,32.1,20.1,25.8,33.0,20.1,26.4,19.6
San Fernando,2005-02-03,62.9,0.0,0.0,13.9,76.5,1012.9,40.7,8.7,246.86470588235292,21.305882352941175,22782,65779,33.2,24.1,29.5,35.6,24.1,31.4,21.2
San Fernando,2005-02-04,76.3,0.0,0.0,13.9,72.0,1012.7,46.7,6.6,259.51176470588234,22.405882352941177,21735,65792,33.1,24.1,28.3,38.2,24.1,30.9,23.4
San Fernando,2005-02-05,80.9,0.0,0.0,9.2,88.2,1013.4,81.3,8.2,230.675,19.94375,20866,65877,33.1,23.7,27.6,37.2,23.7,29.9,23.6
San Fernando,2005-02-06,91.0,27.101799999999997,12.5,16.1,84.4,1012.3,83.5,5.8,212.525,18.3375,20592,66277,29.3,24.1,26.0,35.7,24.1,27.3,24.4
San Fernando,2005-02-07,76.7,0.0,0.0,16.1,72.5,1014.0,51.7,7.0,223.075,19.2375,20914,66677,33.1,24.1,28.3,38.2,24.1,30.9,23.4
San Fernando,2005-02-08,86.7,12.496799999999999,8.33,12.8,70.8,1013.6,65.0,7.2,196.70625,16.96875,21315,66528,31.1,24.1,26.7,36.7,24.1,28.3,24.1
San Fernando,2005-02-09,83.5,2.9972,4.17,12.8,106.6,1011.4,42.5,8.2,216.2625,18.70625,21380,65666,32.1,25.1,28.1,39.2,25.1,31.5,24.9
San Fernando,2005-02-10,77.1,36.093399999999995,4.17,9.2,93.3,1010.3,82.0,8.9,200.1875,17.29375,21264,64542,34.7,23.1,28.4,39.5,23.1,30.8,23.5
San Fernando,2005-02-11,82.2,0.9905999999999999,4.17,15.0,91.2,1014.0,79.5,8.0,175.4625,15.16875,21414,63705,32.1,25.1,27.7,38.1,25.1,30.5,24.3
San Fernando,2005-02-12,87.4,5.1054,4.17,9.2,83.5,1011.3,82.1,7.8,185.78125,16.10625,22113,63732,29.1,22.7,25.4,33.7,22.7,26.7,23.1
San Fernando,2005-02-13,70.6,0.0,0.0,11.4,94.5,1012.9,77.5,9.5,244.22941176470587,21.147058823529413,23184,65634,32.1,24.2,28.7,35.9,24.2,30.5,22.4
San Fernando,2005-02-14,77.5,0.7874,4.17,13.9,75.1,1013.8,74.0,11.5,223.70000000000002,19.341176470588238,23166,65647,30.8,23.6,26.7,34.2,23.6,27.9,22.2
San Fernando,2005-02-15,73.5,0.6096,8.33,12.8,82.1,1011.2,34.1,8.4,243.9235294117647,21.076470588235296,23148,65659,32.2,23.1,27.6,36.0,23.1,29.1,21.9
San Fernando,2005-02-16,74.5,0.508,4.17,8.1,64.9,1009.9,49.4,8.9,245.65882352941176,21.235294117647058,23129,65671,33.1,21.1,26.8,36.7,21.1,28.3,21.3
San Fernando,2005-02-17,72.6,0.0,0.0,12.8,323.4,1011.0,59.3,7.8,237.39411764705883,20.564705882352943,23109,65683,33.1,22.1,27.7,37.2,22.1,29.6,21.9
San Fernando,2005-02-18,73.6,0.0,0.0,12.8,341.2,1012.2,82.4,7.8,240.97058823529412,20.88235294117647,23088,65693,34.1,22.1,26.9,36.6,22.1,28.0,21.2
San Fernando,2005-02-19,70.6,0.0,0.0,15.0,18.9,1013.2,72.2,8.8,242.8294117647059,21.0,23066,65703,33.8,22.3,27.3,37.0,22.3,28.4,20.9
San Fernando,2005-02-20,74.1,0.0,0.0,12.8,15.7,1013.7,52.1,9.5,246.75294117647059,21.38823529411765,23044,65713,34.1,21.1,26.8,35.7,21.1,27.6,20.8
San Fernando,2005-02-21,65.6,0.3048,4.17,20.8,9.1,1013.3,61.5,7.7,252.41764705882355,21.829411764705885,23020,65722,33.1,22.1,27.7,34.7,22.1,28.4,19.9
San Fernando,2005-02-22,77.5,0.0,0.0,16.1,54.6,1012.8,73.5,6.2,234.22352941176473,20.276470588235295,22997,65730,31.1,21.8,25.8,34.3,21.8,26.8,21.3
San Fernando,2005-02-23,79.1,0.9905999999999999,4.17,11.4,46.3,1013.2,71.9,6.9,242.03529411764708,20.98235294117647,22972,65738,32.1,23.1,25.8,35.3,23.1,26.5,21.7
San Fernando,2005-02-24,78.6,0.9905999999999999,4.17,16.1,72.2,1013.6,52.5,7.4,237.11176470588236,20.523529411764706,22947,65746,32.1,22.1,26.3,35.0,22.1,27.5,21.9
San Fernando,2005-02-25,79.0,0.0,0.0,16.1,76.7,1013.2,64.7,7.2,243.18823529411765,21.03529411764706,22921,65752,33.1,24.1,27.5,37.2,24.1,29.3,23.1
San Fernando,2005-02-26,73.2,0.3048,4.17,16.1,65.1,1013.1,65.5,7.9,251.30588235294115,21.694117647058825,22894,65759,33.1,23.8,27.7,37.2,23.8,29.3,22.1
San Fernando,2005-02-27,77.1,0.0,0.0,13.9,68.9,1012.5,72.0,7.2,243.9941176470588,21.08235294117647,22867,65765,33.1,22.1,27.2,36.2,22.1,28.6,22.2
San Fernando,2005-02-28,85.1,7.086600000000001,8.33,16.1,70.1,1012.9,48.0,8.1,255.02352941176468,22.11176470588235,22839,65770,32.1,23.8,26.0,34.5,23.8,26.8,23.0
San Fernando,2005-03-01,81.6,0.508,4.17,8.1,63.1,1012.6,55.0,8.3,212.0235294117647,18.31764705882353,23060,64605,31.8,22.1,25.5,34.0,22.1,26.4,21.8
San Fernando,2005-03-02,77.9,0.0,0.0,6.9,31.1,1011.9,83.5,9.2,231.51176470588234,19.958823529411767,23309,65468,30.1,21.3,25.3,32.0,21.3,26.3,20.9
San Fernando,2005-03-03,68.6,0.508,4.17,12.8,72.2,1013.3,48.1,9.0,254.78823529411767,22.01764705882353,22752,65783,33.1,23.3,28.0,36.2,23.3,29.6,21.3
San Fernando,2005-03-04,70.4,0.0,0.0,17.2,63.4,1013.6,53.1,5.9,265.5176470588235,22.947058823529414,21701,65792,32.1,26.3,29.6,36.9,26.3,33.6,23.4
San Fernando,2005-03-05,76.6,0.0,0.0,17.2,81.3,1013.0,43.9,8.2,231.10625,19.9375,20846,65885,34.1,24.1,28.4,39.5,24.1,31.2,23.4
San Fernando,2005-03-06,94.3,144.0942,12.5,8.1,92.2,1011.5,90.8,6.0,225.74375,19.46875,20595,66293,29.1,24.1,25.6,34.7,24.1,26.3,24.6
San Fernando,2005-03-07,86.6,2.9972,4.17,12.8,352.3,1013.0,72.9,5.9,225.94375,19.49375,20930,66684,33.1,23.6,26.8,39.4,23.6,28.5,24.2
San Fernando,2005-03-08,79.5,4.0893999999999995,4.17,15.0,63.7,1013.3,50.9,6.9,188.55625,16.2375,21323,66511,32.1,25.1,28.1,38.5,25.1,30.9,23.9
San Fernando,2005-03-09,78.6,0.508,4.17,11.4,106.2,1012.0,43.6,7.1,197.275,17.00625,21376,65630,33.1,24.1,28.4,39.4,24.1,31.2,23.9
San Fernando,2005-03-10,82.5,2.0065999999999997,4.17,10.3,187.2,1009.7,89.6,8.3,201.19375,17.4,21262,64506,34.1,23.1,27.6,40.7,23.1,30.4,24.0
San Fernando,2005-03-11,86.0,0.0,0.0,17.2,80.1,1013.5,60.0,8.2,197.0,17.05,21428,63691,32.1,24.1,26.8,38.1,24.1,28.7,24.1
San Fernando,2005-03-12,88.1,2.3114,8.33,17.2,70.4,1011.4,73.8,7.5,174.13125,14.98125,22144,63748,30.6,22.8,25.3,35.1,22.8,26.1,22.9
San Fernando,2005-03-13,70.0,0.0,0.0,16.1,97.6,1013.2,51.4,8.9,253.46470588235292,21.876470588235293,22433,65804,33.2,21.1,27.9,37.2,21.1,29.7,21.4
San Fernando,2005-03-14,62.4,0.0,0.0,12.8,79.3,1012.1,33.0,8.6,253.78235294117647,21.923529411764704,22399,65805,33.1,23.1,28.5,34.7,23.1,29.4,19.9
San Fernando,2005-03-15,68.4,0.0,0.0,11.4,69.3,1011.7,48.9,9.4,244.41764705882355,21.123529411764707,22365,65805,34.1,21.2,26.7,36.6,21.2,27.7,19.8
San Fernando,2005-03-16,66.9,0.0,0.0,13.9,64.6,1012.7,52.5,10.5,249.64705882352942,21.54705882352941,22331,65805,33.8,21.1,27.0,35.7,21.1,27.8,19.7
San Fernando,2005-03-17,57.2,0.0,0.0,15.0,73.2,1013.3,61.4,7.5,274.6470588235294,23.7,22296,65805,34.1,21.8,29.4,34.7,21.8,30.6,19.4
San Fernando,2005-03-18,72.3,0.0,0.0,11.4,69.4,1013.2,44.4,9.7,270.22352941176473,23.341176470588238,22262,65805,32.8,24.3,26.6,35.1,24.3,27.0,20.9
San Fernando,2005-03-19,72.5,0.0,0.0,13.9,78.6,1013.3,67.8,7.5,262.7,22.652941176470588,22227,65804,33.2,23.1,28.1,37.2,23.1,30.1,22.2
San Fernando,2005-03-20,86.5,0.0,0.0,16.1,75.1,1013.5,32.3,7.1,265.5235294117647,22.947058823529414,22192,65804,32.8,24.1,25.9,35.4,24.1,26.5,23.2
San Fernando,2005-03-21,68.8,0.9905999999999999,4.17,17.2,74.0,1013.5,40.0,6.6,259.2117647058824,22.370588235294118,22157,65803,33.2,24.1,28.7,35.9,24.1,30.4,21.9
San Fernando,2005-03-22,70.4,0.7874,4.17,20.8,66.7,1015.2,50.0,7.0,263.50588235294117,22.78235294117647,22122,65802,33.1,24.7,28.9,36.2,24.7,31.7,22.7
San Fernando,2005-03-23,67.1,0.0,0.0,18.3,74.8,1015.8,35.6,7.5,257.90000000000003,22.28235294117647,22086,65801,33.6,24.3,28.9,35.9,24.3,30.5,21.6
San Fernando,2005-03-24,68.0,0.0,0.0,15.0,75.9,1015.1,41.4,7.9,270.2117647058824,23.36470588235294,22051,65800,33.1,24.1,28.5,36.5,24.1,30.2,21.5
San Fernando,2005-03-25,92.6,9.0932,16.67,12.8,72.0,1013.7,75.3,6.1,264.1235294117647,22.829411764705885,22016,65799,27.1,24.1,24.9,30.4,24.1,25.1,23.6
San Fernando,2005-03-26,89.4,10.1854,8.33,18.3,62.3,1013.0,67.5,5.8,260.2823529411765,22.476470588235294,21980,65799,30.1,23.1,25.2,34.3,23.1,26.1,23.3
San Fernando,2005-03-27,76.8,3.302,4.17,15.0,76.1,1013.1,52.5,9.2,268.09411764705885,23.16470588235294,21945,65798,31.3,25.1,27.3,34.4,25.1,28.8,22.7
San Fernando,2005-03-28,82.7,1.8795999999999997,12.5,15.0,65.8,1012.6,74.2,7.6,266.8235294117647,23.029411764705884,21910,65797,30.3,23.7,26.2,33.9,23.7,27.4,22.8
San Fernando,2005-03-29,68.4,2.0065999999999997,4.17,21.9,67.1,1013.2,60.7,9.0,260.88235294117646,22.51764705882353,21875,65796,32.1,24.3,28.9,35.9,24.3,31.3,22.2
San Fernando,2005-03-30,82.0,0.0,0.0,17.2,65.2,1013.2,67.3,7.9,263.90000000000003,22.794117647058822,21840,65795,31.7,23.8,26.4,34.6,23.8,27.6,22.8
San Fernando,2005-03-31,82.3,2.9972,4.17,17.2,62.6,1012.7,80.0,4.9,242.87647058823526,21.011764705882353,21805,65794,31.1,24.1,26.9,36.7,24.1,28.7,23.5
San Fernando,2005-04-01,93.3,12.115799999999998,12.5,11.4,67.5,1011.6,83.0,6.8,197.86470588235292,17.15294117647059,23082,64638,29.2,23.1,24.6,33.7,23.1,25.1,23.4
San Fernando,2005-04-02,77.9,0.0,0.0,9.2,109.5,1013.4,75.7,12.8,225.56470588235294,19.423529411764704,23300,65487,31.2,20.1,23.9,32.1,20.1,24.2,19.3
San Fernando,2005-04-03,72.7,0.0,0.0,12.8,81.8,1013.4,53.2,8.5,238.54117647058823,20.61176470588235,22722,65787,32.2,21.6,27.1,34.7,21.6,28.3,21.2
San Fernando,2005-04-04,85.3,0.0,0.0,11.4,69.8,1013.9,55.7,6.7,266.1529411764706,22.976470588235294,21666,65791,29.3,25.1,26.3,32.3,25.1,26.8,23.5
San Fernando,2005-04-05,77.9,0.0,0.0,20.8,69.6,1013.5,61.7,8.1,236.6,20.433333333333334,20826,65893,32.8,25.1,28.1,37.5,25.1,30.4,23.6
San Fernando,2005-04-06,89.8,6.095999999999999,4.17,16.1,102.9,1011.2,91.7,6.6,215.73333333333332,18.626666666666665,20599,66310,30.1,24.1,26.4,36.3,24.1,28.3,24.6
San Fernando,2005-04-07,92.8,18.084799999999998,8.33,11.4,158.9,1012.6,92.5,5.9,203.20666666666665,17.5,20945,66690,31.1,24.1,25.6,37.9,24.1,26.6,24.3
San Fernando,2005-04-08,87.3,8.2042,12.5,13.9,54.2,1013.3,65.7,5.9,197.51333333333332,17.053333333333335,21331,66492,31.3,24.1,27.1,39.3,24.1,29.6,24.7
San Fernando,2005-04-09,77.3,0.0,0.0,15.0,98.9,1012.2,34.8,8.1,209.73333333333332,18.173333333333336,21373,65594,34.1,23.1,28.1,39.5,23.1,31.1,23.4
San Fernando,2005-04-10,86.0,42.9006,4.17,13.9,91.8,1009.9,70.4,9.1,200.27333333333334,17.34,21261,64471,35.1,23.8,26.7,40.8,23.8,28.7,23.9
San Fernando,2005-04-11,87.4,5.6642,12.5,15.0,75.9,1011.5,76.1,6.3,186.34666666666666,16.106666666666666,21443,63678,32.1,23.1,26.2,36.2,23.1,27.5,23.7
San Fernando,2005-04-12,97.5,89.86519999999999,12.5,11.4,66.6,1011.6,96.7,4.7,166.7866666666667,14.366666666666667,22175,63766,25.1,23.1,23.7,25.1,23.1,23.7,23.3
San Fernando,2005-04-13,76.7,0.0,0.0,19.5,71.1,1012.3,90.0,6.2,256.91875,22.16875,21370,65794,33.1,25.1,28.2,37.2,25.1,30.3,23.4
San Fernando,2005-04-14,74.4,0.0,0.0,18.3,72.7,1012.1,84.8,5.1,244.1,21.15625,21339,65796,32.3,25.1,28.4,37.1,25.1,30.3,23.0
San Fernando,2005-04-15,72.7,0.0,0.0,19.5,78.8,1011.8,53.3,5.4,243.26875,20.975,21308,65798,33.1,24.7,28.5,37.2,24.7,30.7,22.7
San Fernando,2005-04-16,72.0,0.0,0.0,17.2,70.3,1013.2,50.0,6.1,258.175,22.31875,21277,65800,33.1,24.1,28.2,35.6,24.1,29.9,22.2
San Fernando,2005-04-17,71.2,0.0,0.0,19.5,65.3,1012.9,61.7,6.7,254.6625,21.9375,21248,65802,33.2,22.3,27.7,35.4,22.3,28.9,21.3
San Fernando,2005-04-18,73.1,0.0,0.0,15.0,74.2,1011.4,60.0,7.1,259.7875,22.43125,21218,65805,33.1,23.8,28.2,36.2,23.8,30.2,22.4
San Fernando,2005-04-19,73.1,0.0,0.0,16.1,74.1,1011.0,79.0,7.2,247.05625,21.35,21189,65808,34.2,24.7,28.4,38.3,24.7,30.6,22.8
San Fernando,2005-04-20,76.9,0.0,0.0,15.0,70.6,1011.3,88.3,6.9,243.9125,21.03125,21161,65811,34.1,25.1,28.3,39.5,25.1,30.9,23.6
San Fernando,2005-04-21,71.0,0.0,0.0,13.9,86.4,1011.0,70.0,6.9,246.8,21.3625,21133,65814,34.1,25.8,29.1,37.4,25.8,31.1,22.7
San Fernando,2005-04-22,77.6,0.0,0.0,17.2,104.9,1010.6,86.3,7.4,253.95625,21.89375,21106,65818,33.3,25.1,28.7,39.4,25.1,32.1,24.1
San Fernando,2005-04-23,76.0,0.0,0.0,13.9,92.7,1011.3,76.7,6.7,256.13125,22.1375,21079,65823,34.1,26.1,29.2,40.7,26.1,32.8,24.2
San Fernando,2005-04-24,73.3,0.0,0.0,16.1,89.0,1011.8,55.8,7.0,252.1625,21.775,21053,65827,33.6,25.1,29.1,38.2,25.1,31.9,23.4
San Fernando,2005-04-25,72.5,0.0,0.0,13.9,82.1,1012.5,43.8,5.7,247.96875,21.3625,21027,65832,35.1,25.8,29.2,38.7,25.8,31.4,23.1
San Fernando,2005-04-26,68.5,0.0,0.0,13.9,75.4,1012.9,38.8,8.3,253.81875,21.91875,21002,65837,34.1,24.1,28.9,37.4,24.1,30.7,21.9
San Fernando,2005-04-27,67.6,0.0,0.0,16.1,71.2,1012.8,40.8,8.9,243.95,21.0625,20978,65843,34.1,22.1,28.4,36.6,22.1,30.1,21.3
San Fernando,2005-04-28,67.0,0.0,0.0,11.4,85.7,1012.4,46.7,8.4,261.34375,22.58125,20954,65849,35.1,24.1,28.8,37.8,24.1,30.4,21.4
San Fernando,2005-04-29,75.1,0.0,0.0,15.0,81.7,1012.4,73.5,8.8,235.78125,20.3625,20931,65855,34.1,24.1,28.4,37.4,24.1,31.1,23.2
San Fernando,2005-04-30,79.9,2.0065999999999997,4.17,13.9,83.0,1013.7,75.4,8.0,254.49375,21.95625,20909,65862,32.8,24.7,27.8,38.1,24.7,30.2,23.8
San Fernando,2005-05-01,83.3,0.7874,4.17,4.7,50.9,1012.7,77.8,16.8,193.54375,16.75,23103,64670,31.3,23.7,25.1,33.4,23.7,25.3,21.8
San Fernando,2005-05-02,78.0,0.0,0.0,15.0,67.7,1013.5,79.2,9.1,221.21875,19.075,23291,65506,30.7,22.7,26.4,34.2,22.7,27.8,21.9
San Fernando,2005-05-03,77.6,0.0,0.0,13.9,84.3,1013.0,72.8,8.7,244.65,21.125,22692,65790,32.7,22.1,26.3,34.7,22.1,27.2,21.5
San Fernando,2005-05-04,72.9,0.0,0.0,21.9,61.3,1013.6,76.7,6.4,263.38125,22.7875,21632,65791,32.1,24.8,28.4,35.6,24.8,30.6,22.7
San Fernando,2005-05-05,79.6,4.0893999999999995,4.17,17.2,70.9,1013.6,66.7,7.7,251.16875000000002,21.66875,20807,65902,34.1,25.1,28.1,37.4,25.1,30.7,23.9
San Fernando,2005-05-06,83.8,5.8928,8.33,9.2,103.2,1011.6,90.0,8.4,193.875,16.725,20604,66326,31.1,25.7,28.1,39.3,25.7,31.8,25.0
San Fernando,2005-05-07,88.2,13.9954,4.17,11.4,97.3,1014.1,83.8,7.7,206.1625,17.78125,20960,66695,30.1,24.1,26.2,35.2,24.1,27.7,23.9
San Fernando,2005-05-08,79.4,4.0893999999999995,4.17,19.5,56.5,1012.9,77.9,6.4,215.24375,18.6125,21338,66473,32.1,25.7,28.4,38.1,25.7,31.6,24.3
San Fernando,2005-05-09,81.5,0.0,0.0,8.1,98.1,1011.8,66.5,7.5,222.45,19.25,21370,65557,32.1,24.1,27.3,38.1,24.1,29.8,23.7
San Fernando,2005-05-10,83.0,0.0,0.0,13.9,49.0,1010.7,85.0,7.7,189.84375,16.425,21259,64436,34.1,23.8,27.6,40.7,23.8,30.8,24.2
San Fernando,2005-05-11,90.3,38.6842,12.5,17.2,75.3,1010.7,85.8,5.3,188.18125,16.25,21459,63665,30.1,24.1,26.0,36.3,24.1,27.3,24.2
San Fernando,2005-05-12,88.0,24.892,4.17,15.0,51.6,1011.2,88.3,7.3,192.775,16.65625,22206,63785,31.1,22.1,25.6,36.7,22.1,27.1,23.3
San Fernando,2005-05-13,78.3,2.0065999999999997,4.17,16.1,87.2,1010.1,83.3,5.9,257.86875,22.28125,20683,65985,32.6,25.6,28.6,38.1,25.6,31.4,24.1
San Fernando,2005-05-14,83.8,10.8966,4.17,16.1,62.1,1009.7,89.2,5.8,228.24375,19.6875,20671,65997,32.1,25.1,28.0,38.1,25.1,31.1,24.8
San Fernando,2005-05-15,92.1,8.407399999999999,8.33,12.8,71.7,1009.5,89.2,5.6,230.6125,19.86875,20660,66010,30.2,25.1,26.9,37.6,25.1,29.5,25.5
San Fernando,2005-05-16,95.4,34.0868,8.33,13.9,83.5,1010.5,87.8,5.1,239.7875,20.66875,20649,66023,29.1,24.7,25.8,35.8,24.7,26.2,24.9
San Fernando,2005-05-17,79.6,0.3048,4.17,12.8,79.2,1010.9,67.3,6.6,245.71875,21.25625,20640,66036,33.1,24.7,28.4,38.2,24.7,31.3,24.1
San Fernando,2005-05-18,77.9,0.0,0.0,13.9,73.5,1010.1,52.7,7.3,233.05,20.0875,20631,66049,34.1,23.1,27.9,39.5,23.1,30.4,23.3
San Fernando,2005-05-19,86.3,11.2014,8.33,8.1,223.7,1009.4,68.2,7.7,229.73125,19.86875,20623,66063,33.1,23.3,27.1,40.7,23.3,30.1,24.4
San Fernando,2005-05-20,77.7,0.0,0.0,11.4,84.0,1010.4,79.1,8.6,242.08124999999998,20.875,20616,66077,34.1,23.8,28.9,40.7,23.8,32.9,24.3
San Fernando,2005-05-21,77.9,0.0,0.0,10.3,81.9,1011.1,90.0,6.1,226.6875,19.54375,20609,66091,33.1,25.1,28.5,38.2,25.1,31.6,24.0
San Fernando,2005-05-22,80.8,0.0,0.0,15.0,90.2,1011.1,60.8,7.9,223.51875,19.3,20604,66105,33.3,25.1,28.7,40.6,25.1,32.7,24.8
San Fernando,2005-05-23,75.6,0.0,0.0,11.4,86.7,1010.2,40.4,8.7,227.6625,19.66875,20599,66120,34.1,26.1,29.5,39.6,26.1,33.8,24.4
San Fernando,2005-05-24,79.6,50.0126,4.17,12.8,91.2,1010.7,51.3,8.4,244.8125,21.1375,20595,66135,33.1,25.1,28.8,39.4,25.1,33.1,24.7
San Fernando,2005-05-25,79.4,0.0,0.0,13.9,80.6,1011.7,61.7,8.3,225.925,19.475,20591,66150,33.1,24.8,28.7,39.4,24.8,32.6,24.6
San Fernando,2005-05-26,81.7,2.0065999999999997,4.17,13.9,83.2,1012.5,73.0,7.5,214.19375,18.4375,20589,66165,32.1,25.1,28.3,40.8,25.1,32.1,24.7
