name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-15,87.6,76.7,81.9,101.8,76.7,88.5,76.8,85.1,0.039,100,4.17,rain,0,0,22.6,18.3,97.4,1012.6,56.7,5.9,239.4,20.7,8,30,2025-05-15T05:43:48,2025-05-15T18:20:31,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-16,87.7,76.8,81.3,101.8,76.8,86.6,76.8,86.9,0.079,100,4.17,rain,0,0,20.1,16.1,102.2,1012.5,67,5.8,236.5,20.5,8,30,2025-05-16T05:43:38,2025-05-16T18:20:44,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-17,86,75.5,79.5,99.4,75.5,82.8,76.9,91.9,0.488,100,12.5,rain,0,0,22.8,16.1,114.5,1012.4,76.2,5.1,226,19.5,8,30,2025-05-17T05:43:28,2025-05-17T18:20:57,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-18,78.9,73.7,76.9,78.9,73.7,76.9,75.4,95.3,3.564,100,12.5,rain,0,0,21.7,10.3,98.3,1013.2,80.4,4.1,110.8,9.6,5,10,2025-05-18T05:43:19,2025-05-18T18:21:11,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-19,84.5,77,78.9,96.6,77,81.8,76.8,93.3,0.209,100,12.5,rain,0,0,19,12.8,119.9,1013.2,77.6,5.7,121.6,10.6,4,10,2025-05-19T05:43:11,2025-05-19T18:21:25,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-20,85.8,77.1,80.9,98.7,77.1,86.2,77.2,88.7,0.028,100,8.33,rain,0,0,20.8,15,113.2,1013.2,78.5,5.6,155.7,13.5,6,30,2025-05-20T05:43:03,2025-05-20T18:21:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-21,82.3,75.5,78.9,93.4,75.5,82.3,77.1,94.4,0.079,100,4.17,rain,0,0,20.6,11.4,104.4,1013.4,73.7,5.2,163.6,14.1,6,30,2025-05-21T05:42:57,2025-05-21T18:21:54,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-22,87.6,76.8,80,99.9,76.8,83.2,76.5,89.6,0.24,100,8.33,rain,0,0,27.7,17.2,104.2,1013.8,77.8,5.4,240.1,20.7,8,30,2025-05-22T05:42:51,2025-05-22T18:22:09,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-23,87.5,77,80.9,97.5,77,85.2,76,85.9,0,0,0,rain,0,0,19.7,16.1,102.7,1015.1,79.1,6.5,289.2,25.1,9,10,2025-05-23T05:42:46,2025-05-23T18:22:24,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-24,86,76.9,81.7,97.4,76.9,87.5,76,83.3,0.012,100,4.17,rain,0,0,20.8,20.8,99.9,1014.8,49.7,6.1,267.6,23.4,9,30,2025-05-24T05:42:42,2025-05-24T18:22:39,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-25,85.7,76.8,79.6,98.6,76.8,82.7,77.1,92.2,0.799,100,12.5,rain,0,0,35.8,17.2,103.5,1014.5,78.9,3.9,144.1,12.5,5,10,2025-05-25T05:42:39,2025-05-25T18:22:54,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-26,86.5,77,81.1,99.5,77,86.3,76.8,87.2,0.079,100,4.17,rain,0,0,20.4,17.2,99.5,1014.9,53.5,4.6,270,23.2,9,10,2025-05-26T05:42:36,2025-05-26T18:23:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-27,82.7,76.8,79.7,92.9,76.8,83,76.3,89.4,0.232,100,8.33,rain,0,0,21.9,13.9,96.3,1015.2,64.8,5.5,196,16.8,6,10,2025-05-27T05:42:34,2025-05-27T18:23:26,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-28,85.8,74.9,79.8,97,74.9,84,75.9,88.2,0.051,100,8.33,rain,0,0,20.6,17.2,96.3,1015.5,80,6.3,248,21.4,8,10,2025-05-28T05:42:33,2025-05-28T18:23:42,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-29,86,78.5,81.2,99.5,78.5,86.8,77.6,89.1,0.079,100,4.17,rain,0,0,20.1,16.1,104.2,1015.3,64.6,7.1,169.5,14.6,5,30,2025-05-29T05:42:33,2025-05-29T18:23:58,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-30,86,77.1,81.1,98.9,77.1,86.1,77.4,89,0.354,100,8.33,rain,0,0,19.2,13.9,95.3,1014.7,78.2,7.6,223.8,19.5,8,30,2025-05-30T05:42:33,2025-05-30T18:24:14,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-05-31,86.3,76.9,81.1,98.6,76.9,86.2,77.1,88.5,0.98,100,8.33,rain,0,0,20.4,18.3,99.3,1014.5,75.4,4.5,250.1,21.7,8,10,2025-05-31T05:42:34,2025-05-31T18:24:31,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-01,84.3,78.6,81.2,97.7,78.6,88.2,77.9,89.8,0.087,100,8.33,rain,0,0,26.2,18.3,99.4,1015.8,82.9,3.3,202.7,17.5,6,30,2025-06-01T05:42:36,2025-06-01T18:24:47,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-02,87.5,78.5,82.1,99.6,78.5,87.9,75.9,82.1,0.512,100,4.17,rain,0,0,21.3,17.2,98.8,1016.5,67.6,4.2,262.1,22.6,8,10,2025-06-02T05:42:39,2025-06-02T18:25:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-03,87.6,76.7,80.9,97.7,76.7,85.5,75.5,84.4,0.02,100,8.33,rain,0,0,18.1,15,107.2,1014.9,60,5.1,283.4,24.5,9,10,2025-06-03T05:42:42,2025-06-03T18:25:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-04,86.3,75,80.6,96.4,75,84.6,74.7,83.1,0.161,100,4.17,rain,0,0,17.2,17.2,98.6,1013.7,54.7,7.3,275.5,23.7,9,10,2025-06-04T05:42:46,2025-06-04T18:25:36,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-05,86.3,75.2,79.7,97.5,75.2,83.4,75.3,86.9,0.091,100,12.5,rain,0,0,17.7,16.1,105,1013.7,63.9,7.2,228.5,19.5,9,10,2025-06-05T05:42:51,2025-06-05T18:25:53,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-06,84.2,76.8,79.7,95.9,76.8,83.4,76,89.2,1.567,100,8.33,rain,0,0,18.8,18.3,99.2,1014.2,80.1,6.6,179.5,15.5,6,30,2025-06-06T05:42:56,2025-06-06T18:26:09,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-07,86.1,77.1,80.5,99.2,77.1,85.3,77.3,90.5,0.201,100,8.33,rain,0,0,31.1,13.9,104.8,1014.2,73.2,5.8,263.4,22.7,10,30,2025-06-07T05:43:02,2025-06-07T18:26:26,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-08,86.1,76.8,80.9,99.2,76.8,85.6,76.1,85.9,0,0,0,rain,0,0,22.8,20.8,96.5,1014,53.3,4.4,273.4,23.6,9,10,2025-06-08T05:43:09,2025-06-08T18:26:42,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-09,87.8,77,80.7,99.5,77,84.3,75.7,85.6,0.055,100,8.33,rain,0,0,23.7,18.3,98.1,1013.7,71,4.8,261.5,22.7,9,30,2025-06-09T05:43:16,2025-06-09T18:26:58,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-10,80.4,75,77.1,87.5,75,77.4,75.8,95.8,1.22,100,12.5,rain,0,0,22.1,18.3,111.1,1014.6,75.3,5.4,152.2,13,7,30,2025-06-10T05:43:24,2025-06-10T18:27:14,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-11,82.2,75.1,77.4,91.8,75.1,78.6,76.3,96.4,0.276,100,8.33,rain,0,0,21.9,13.9,112,1014.5,77.2,4.8,106.3,9.1,4,30,2025-06-11T05:43:32,2025-06-11T18:27:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-12,79.8,75,76.7,79.8,75,76.7,75.3,95.5,5.626,100,12.5,rain,0,0,21.3,15,90.5,1014.4,82.4,5.8,124.8,10.7,5,10,2025-06-12T05:43:41,2025-06-12T18:27:45,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,remote"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-13,85.8,76.8,80.6,96.7,76.8,85.2,76,86.3,0.398,100,4.17,rain,0,0,21.3,23,102.6,1014.3,76,5.1,115.6,10.1,5,10,2025-06-13T05:43:51,2025-06-13T18:28:01,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-14,85.8,76.8,79.9,95,76.8,83,75.1,85.7,0.039,100,4.17,rain,0,0,23.7,18.3,103.3,1015.7,62.7,5.2,267.8,23.2,9,10,2025-06-14T05:44:01,2025-06-14T18:28:16,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-15,87.6,75.2,80.8,97.7,75.2,85.2,75.6,85.2,0.039,100,4.17,rain,0,0,19.7,16.1,104.5,1016.5,35.2,6.9,273.5,23.6,9,10,2025-06-15T05:44:11,2025-06-15T18:28:31,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-16,87.6,77.3,81.4,99.9,77.3,86.4,76.1,84.3,0.012,100,8.33,rain,0,0,20.1,17.2,109.4,1015.3,43.1,7,248.6,21.3,8,30,2025-06-16T05:44:22,2025-06-16T18:28:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-17,86,76.9,80.8,99.1,76.9,86.5,77.1,88.6,0.043,100,8.33,rain,0,0,18.3,15,108,1014.9,73.9,6.7,257,22,8,30,2025-06-17T05:44:33,2025-06-17T18:29:00,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-18,85.9,75.5,79.8,98.9,75.5,83.3,76.8,91,0.61,100,12.5,rain,0,0,21.5,15,120,1015.1,80,6.8,254.9,22,8,30,2025-06-18T05:44:45,2025-06-18T18:29:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-19,84.1,77,80,95.7,77,83.6,77.2,91.2,0.402,100,12.5,rain,0,0,23.9,15,106.4,1014.8,74.6,5.9,196,17,8,30,2025-06-19T05:44:57,2025-06-19T18:29:28,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-20,84.5,75.5,79.6,95.6,75.5,83.3,76.5,90.6,0.512,100,8.33,rain,0,0,25.3,19.7,105.4,1014.7,63.1,5.3,198.5,17.1,7,10,2025-06-20T05:45:10,2025-06-20T18:29:41,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-21,86,75.3,80.6,97.3,75.3,85.6,76.3,87.5,0.894,100,8.33,rain,0,0,21.5,17.2,109.3,1014.3,73.9,6.9,181.7,15.7,7,10,2025-06-21T05:45:23,2025-06-21T18:29:54,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-22,84.5,75.8,78.9,94.9,75.8,81.4,76.4,92.2,0.63,100,8.33,rain,0,0,19.2,13.9,104.3,1012.7,78.2,6.5,205.6,17.7,7,10,2025-06-22T05:45:36,2025-06-22T18:30:07,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-23,84.5,75.1,78.8,92.6,75.1,81.4,75.6,90.6,0.118,100,8.33,rain,0,0,22.8,15,109.6,1013.2,78.6,6.2,146.6,12.6,5,30,2025-06-23T05:45:50,2025-06-23T18:30:19,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-24,86,75.5,81.3,97.5,75.5,86.9,76.3,85.3,0.197,100,4.17,rain,0,0,25.3,21.9,99.6,1014.3,76.9,5.2,245,21,8,10,2025-06-24T05:46:04,2025-06-24T18:30:30,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-25,85.9,78.9,81.1,97.2,78.9,87,76.5,86.1,0.047,100,8.33,rain,0,0,21.3,20.8,104.8,1014.2,75.8,5.3,196.2,17,6,30,2025-06-25T05:46:18,2025-06-25T18:30:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-26,87.7,77.1,82.1,99.4,77.1,87.4,75.5,80.9,0,0,0,rain,0,0,21.3,17.2,102.1,1014,64,6,267,22.9,8,10,2025-06-26T05:46:32,2025-06-26T18:30:52,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-27,88.1,75.5,80.6,99.9,75.5,84.8,75.4,84.9,0.079,100,4.17,rain,0,0,18.1,17.2,106.3,1014.2,66.4,7,233.7,20.1,9,30,2025-06-27T05:46:47,2025-06-27T18:31:02,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-28,89.4,75.1,81.3,102.6,75.1,86.3,75.9,84.7,0.567,100,8.33,rain,0,0,15.2,9.2,108.7,1013.9,71,7.8,246.3,21.3,8,30,2025-06-28T05:47:02,2025-06-28T18:31:12,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-29,82.7,75.5,78.3,92.7,75.5,79.7,76.5,94.1,0.788,100,12.5,rain,0,0,22.1,10.3,98,1014.4,80.1,6,205.6,17.7,8,30,2025-06-29T05:47:17,2025-06-29T18:31:20,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-06-30,87.7,76.8,81.8,99.7,76.8,87,76.2,84,0.008,100,4.17,rain,0,0,20.1,18.3,104.8,1015.1,52.8,7.1,262.7,22.7,8,10,2025-06-30T05:47:32,2025-06-30T18:31:29,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-07-01,87.9,75.1,80.9,98.2,75.1,85.2,75.4,84.3,0,0,0,rain,0,0,16.3,16.1,117.3,1014.8,51.1,7.2,269.9,23.3,9,10,2025-07-01T05:47:47,2025-07-01T18:31:36,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-07-02,87.8,76.8,82.1,100.1,76.8,87.4,75.5,81.2,0,0,0,rain,0,0,17,18.3,98.4,1015,35.9,7.7,240.6,20.7,7,10,2025-07-02T05:48:03,2025-07-02T18:31:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"Chaguanas, Trinidad, Trinidad And Tobago",2025-07-03,88.1,75.1,81.5,100,75.1,87.2,75.5,82.7,0,0,0,rain,0,0,15.7,15,110,1015.2,64.2,7.7,256.2,22,8,30,2025-07-03T05:48:18,2025-07-03T18:31:50,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
