name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-11,89.3,75.1,81.6,99.9,75.1,86.1,74.6,80.5,0.0,0,0.0,17.2,96.9,1014.5,37.4,8.3,300.7,25.8,10,2025-05-11T05:44:04,2025-05-11T18:19:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-12,91.3,74.9,82.1,102.7,74.9,88.5,75.3,80.7,0.0,0,0.0,11.5,107.8,1013.6,47.3,7.7,253.5,22.1,8,2025-05-12T05:43:50,2025-05-12T18:19:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-13,89.3,77.1,81.8,102.2,77.1,87.0,76.1,83.7,0.016,100,4.17,17.2,103.4,1012.6,54.1,6.8,243.9,20.9,9,2025-05-13T05:43:37,2025-05-13T18:19:31,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-14,82.3,76.8,78.8,92.1,76.8,81.1,76.0,91.5,0.642,100,12.5,13.9,103.0,1012.6,68.9,6.4,242.5,21.0,8,2025-05-14T05:43:25,2025-05-14T18:19:44,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-15,87.6,76.7,81.9,101.8,76.7,88.5,76.7,85.1,0.039,100,4.17,18.3,97.3,1012.6,56.1,5.9,234.0,20.2,8,2025-05-15T05:43:13,2025-05-15T18:19:57,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-16,87.7,76.8,81.2,101.8,76.8,86.6,76.8,86.9,0.079,100,4.17,16.1,102.2,1012.5,65.9,5.8,239.5,20.6,8,2025-05-16T05:43:03,2025-05-16T18:20:10,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-17,86.0,75.5,79.6,99.4,75.5,82.8,76.9,91.9,0.488,100,12.5,16.1,113.9,1012.4,75.4,5.1,216.4,18.7,8,2025-05-17T05:42:53,2025-05-17T18:20:23,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-18,78.9,73.7,76.9,78.9,73.7,76.9,75.4,95.2,3.564,100,12.5,10.3,97.6,1013.2,79.2,4.2,128.5,11.1,5,2025-05-18T05:42:44,2025-05-18T18:20:37,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-19,84.4,77.1,78.9,96.6,77.1,81.8,76.7,93.2,0.209,100,12.5,12.7,119.8,1013.2,76.3,5.7,132.8,11.5,5,2025-05-19T05:42:36,2025-05-19T18:20:51,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-20,85.8,77.1,80.9,98.7,77.1,86.2,77.2,88.7,0.028,100,8.33,15.0,113.1,1013.2,77.2,5.6,169.9,14.6,7,2025-05-20T05:42:28,2025-05-20T18:21:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-21,82.3,75.5,78.9,93.4,75.5,82.4,77.0,94.3,0.079,100,4.17,11.4,104.3,1013.4,72.4,5.2,169.8,14.6,6,2025-05-21T05:42:22,2025-05-21T18:21:20,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-22,87.6,76.8,79.9,99.9,76.8,83.2,76.4,89.5,0.24,100,8.33,17.2,104.0,1013.8,76.6,5.4,229.5,19.8,8,2025-05-22T05:42:16,2025-05-22T18:21:35,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-23,87.5,77.1,80.9,97.5,77.1,85.2,76.0,85.8,0.0,0,0.0,16.1,102.7,1015.0,78.0,6.5,285.8,24.6,9,2025-05-23T05:42:11,2025-05-23T18:21:50,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-24,86.1,76.9,81.7,97.3,76.9,87.5,76.0,83.2,0.012,100,4.17,20.8,99.8,1014.8,49.1,6.1,261.1,22.5,9,2025-05-24T05:42:07,2025-05-24T18:22:05,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-25,85.7,76.8,79.6,98.6,76.8,82.7,77.0,92.2,0.799,100,12.5,17.2,103.3,1014.5,77.8,3.9,137.4,11.6,5,2025-05-25T05:42:04,2025-05-25T18:22:21,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-26,86.4,77.1,81.1,99.5,77.1,86.3,76.8,87.2,0.079,100,4.17,17.2,99.4,1014.8,52.8,4.6,265.3,22.8,9,2025-05-26T05:42:01,2025-05-26T18:22:36,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-27,82.6,76.8,79.7,92.9,76.8,83.0,76.3,89.4,0.232,100,8.33,13.9,96.6,1015.2,63.8,5.5,210.7,18.3,7,2025-05-27T05:41:59,2025-05-27T18:22:52,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-28,85.8,74.9,79.8,97.0,74.9,84.0,75.9,88.2,0.051,100,8.33,17.2,96.3,1015.5,79.1,6.3,251.8,21.7,8,2025-05-28T05:41:58,2025-05-28T18:23:08,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-29,86.0,78.5,81.2,99.5,78.5,86.8,77.6,89.1,0.079,100,4.17,16.1,104.2,1015.3,63.6,7.0,173.1,14.9,5,2025-05-29T05:41:58,2025-05-29T18:23:24,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-30,86.0,77.1,81.1,98.9,77.1,86.1,77.4,89.0,0.354,100,8.33,13.9,95.3,1014.7,77.3,7.5,214.8,18.4,8,2025-05-30T05:41:58,2025-05-30T18:23:40,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-05-31,86.2,76.9,81.0,98.6,76.9,86.2,77.1,88.5,0.98,100,8.33,18.3,99.3,1014.4,74.3,4.5,249.5,21.5,8,2025-05-31T05:41:59,2025-05-31T18:23:57,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-01,84.3,78.6,81.2,97.7,78.6,88.2,77.9,89.8,0.087,100,8.33,18.3,99.4,1015.7,81.8,3.2,194.8,16.9,6,2025-06-01T05:42:01,2025-06-01T18:24:13,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-02,87.5,78.5,82.1,99.5,78.5,87.9,75.9,82.0,0.512,100,4.17,17.2,98.8,1016.5,66.6,4.3,256.0,22.0,8,2025-06-02T05:42:04,2025-06-02T18:24:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-03,87.6,76.7,80.9,97.7,76.7,85.5,75.5,84.3,0.02,100,8.33,15.0,107.2,1014.9,59.1,5.1,283.5,24.5,9,2025-06-03T05:42:07,2025-06-03T18:24:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-04,86.2,75.0,80.6,96.4,75.0,84.6,74.7,83.0,0.161,100,4.17,17.2,98.7,1013.7,54.0,7.3,273.9,23.7,9,2025-06-04T05:42:11,2025-06-04T18:25:02,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-05,86.2,75.3,79.8,97.4,75.3,83.4,75.3,86.8,0.091,100,12.5,16.1,104.9,1013.7,63.1,7.2,225.0,19.4,8,2025-06-05T05:42:16,2025-06-05T18:25:19,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-06,84.2,76.8,79.7,95.8,76.8,83.3,76.0,89.2,1.567,100,8.33,18.3,99.3,1014.2,78.7,6.6,171.7,14.7,6,2025-06-06T05:42:21,2025-06-06T18:25:35,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-07,86.1,77.1,80.5,99.2,77.1,85.3,77.3,90.4,0.201,100,8.33,13.9,104.8,1014.1,72.2,5.8,264.9,22.9,9,2025-06-07T05:42:27,2025-06-07T18:25:52,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-08,86.1,76.8,80.9,99.2,76.8,85.6,76.1,85.8,0.0,0,0.0,20.8,96.4,1013.9,52.9,4.4,275.5,23.9,9,2025-06-08T05:42:34,2025-06-08T18:26:08,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-09,87.8,77.0,80.7,99.5,77.0,84.3,75.7,85.6,0.055,100,8.33,18.3,98.1,1013.7,70.2,4.8,258.2,22.4,9,2025-06-09T05:42:41,2025-06-09T18:26:24,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-10,80.4,75.0,77.1,87.5,75.0,77.4,75.8,95.8,1.22,100,12.5,18.3,111.0,1014.5,74.1,5.4,153.2,13.4,6,2025-06-10T05:42:49,2025-06-10T18:26:40,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-11,82.2,75.1,77.4,91.8,75.1,78.6,76.3,96.4,0.276,100,8.33,13.9,111.8,1014.5,76.4,4.9,110.2,9.4,5,2025-06-11T05:42:57,2025-06-11T18:26:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-12,84.1,75.0,77.0,92.2,75.0,77.6,75.2,94.8,5.626,100,12.5,23.0,91.5,1014.3,75.7,4.9,128.7,11.1,6,2025-06-12T05:43:06,2025-06-12T18:27:12,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP,remote"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-13,85.8,76.8,80.6,96.7,76.8,85.2,75.9,86.2,0.398,100,4.17,23.0,102.5,1014.2,74.8,5.1,130.2,11.4,5,2025-06-13T05:43:15,2025-06-13T18:27:27,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-14,85.8,76.8,79.9,95.0,76.8,83.0,75.1,85.7,0.039,100,4.17,18.3,103.3,1015.7,61.8,5.3,267.2,23.0,9,2025-06-14T05:43:25,2025-06-14T18:27:42,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-15,87.6,75.2,80.7,97.7,75.2,85.2,75.6,85.2,0.039,100,4.17,16.1,104.5,1016.5,35.1,6.9,269.2,23.3,9,2025-06-15T05:43:36,2025-06-15T18:27:57,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-16,87.6,77.2,81.3,99.9,77.2,86.4,76.0,84.3,0.012,100,8.33,17.2,109.4,1015.3,42.8,7.0,248.8,21.5,8,2025-06-16T05:43:47,2025-06-16T18:28:12,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-17,86.0,76.9,80.8,99.1,76.9,86.5,77.1,88.5,0.043,100,8.33,15.0,108.0,1014.9,73.0,6.7,252.5,21.8,8,2025-06-17T05:43:58,2025-06-17T18:28:26,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-18,85.9,75.5,79.8,98.9,75.5,83.3,76.8,90.9,0.61,100,12.5,15.0,120.0,1015.1,78.8,6.8,253.7,22.0,9,2025-06-18T05:44:10,2025-06-18T18:28:40,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-19,84.1,77.1,80.0,95.7,77.1,83.7,77.2,91.1,0.402,100,12.5,15.0,106.4,1014.7,73.4,5.9,194.1,16.7,7,2025-06-19T05:44:22,2025-06-19T18:28:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-20,84.4,75.5,79.6,95.6,75.5,83.2,76.5,90.5,0.512,100,8.33,19.7,105.3,1014.6,62.6,5.3,196.6,17.0,7,2025-06-20T05:44:35,2025-06-20T18:29:07,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-21,86.0,75.3,80.6,97.3,75.3,85.6,76.3,87.4,0.894,100,8.33,17.2,109.2,1014.3,72.6,6.9,194.9,16.9,8,2025-06-21T05:44:48,2025-06-21T18:29:20,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-22,84.4,75.8,78.9,94.8,75.8,81.4,76.4,92.2,0.63,100,8.33,13.8,104.5,1012.7,77.4,6.5,197.3,17.1,7,2025-06-22T05:45:01,2025-06-22T18:29:33,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-23,84.4,75.1,78.8,92.6,75.1,81.4,75.6,90.6,0.118,100,8.33,15.0,109.6,1013.1,77.5,6.2,160.7,13.8,6,2025-06-23T05:45:15,2025-06-23T18:29:45,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-24,86.0,75.5,81.3,97.5,75.5,86.9,76.3,85.3,0.197,100,4.17,21.9,99.6,1014.2,75.9,5.2,237.0,20.5,7,2025-06-24T05:45:29,2025-06-24T18:29:57,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-25,85.9,78.9,81.1,97.1,78.9,87.0,76.5,86.0,0.047,100,8.33,20.8,104.8,1014.2,74.5,5.3,190.6,16.4,6,2025-06-25T05:45:43,2025-06-25T18:30:08,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-26,87.7,77.1,82.1,99.4,77.1,87.4,75.4,80.9,0.0,0,0.0,17.2,102.1,1014.0,63.2,6.0,269.9,23.4,8,2025-06-26T05:45:57,2025-06-26T18:30:18,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-27,88.0,75.4,80.6,99.9,75.4,84.8,75.4,84.9,0.079,100,4.17,17.2,106.3,1014.2,65.4,7.0,229.8,19.8,9,2025-06-27T05:46:12,2025-06-27T18:30:28,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,3EBY2,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-28,89.4,75.1,81.3,102.5,75.1,86.3,75.8,84.6,0.567,100,8.33,9.2,108.7,1013.8,70.1,7.7,247.5,21.3,8,2025-06-28T05:46:27,2025-06-28T18:30:38,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634,TTCP"
"Talparo, Couva-Tabaquite-Taiparo, Trinidad, Trinidad And Tobago",2025-06-29,82.6,75.4,78.3,92.7,75.4,79.7,76.4,94.1,0.788,100,12.5,10.3,97.8,1014.4,79.3,6.0,194.7,16.6,7,2025-06-29T05:46:42,2025-06-29T18:30:47,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,TTCP"
